               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 169,            0.015901,           0.0064737,                   0,             0.99419,             0.99224,              0.9949,             0.78289,            0.017814,           0.0047758,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.017165,           0.0067887,                   0,              0.9961,             0.98839,             0.99486,             0.78853,            0.018371,           0.0048081,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.016261,           0.0060859,                   0,             0.99609,             0.98839,             0.99479,             0.77327,            0.018627,           0.0048296,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.015982,           0.0062952,                   0,             0.99228,             0.99419,             0.99494,             0.78324,            0.018111,            0.004774,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.016689,           0.0064866,                   0,              0.9942,             0.99613,             0.99492,             0.78933,            0.017701,            0.004691,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.017042,           0.0064974,                   0,             0.99421,             0.99807,             0.99492,             0.77857,            0.018684,           0.0047413,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.015809,           0.0060665,                   0,             0.99612,              0.9942,             0.99496,             0.79184,            0.017652,           0.0046777,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.016037,           0.0061551,                   0,             0.99999,             0.99226,               0.995,             0.76764,            0.018782,           0.0046869,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.016241,           0.0065584,                   0,                   1,             0.99032,               0.995,              0.7702,            0.018559,           0.0047451,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.015131,           0.0057949,                   0,             0.99805,             0.99032,             0.99498,             0.75106,            0.019411,           0.0048259,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.016072,           0.0070946,                   0,             0.99999,             0.99226,               0.995,             0.74559,            0.020105,           0.0048651,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.015791,           0.0061637,                   0,             0.99603,             0.99613,               0.995,             0.77353,            0.018184,           0.0047536,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.015599,           0.0066218,                   0,             0.99229,             0.99611,             0.99496,             0.76039,            0.018789,           0.0047324,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.015748,           0.0066117,                   0,             0.99805,             0.99226,             0.99498,             0.76729,            0.018007,           0.0046506,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.016573,            0.006464,                   0,             0.99805,             0.99033,             0.99498,             0.77744,            0.018039,           0.0047517,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.015773,            0.006489,                   0,                   1,             0.99219,               0.995,             0.78005,            0.017644,            0.004686,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.015091,           0.0061778,                   0,             0.99806,             0.99419,             0.99494,             0.78298,            0.017366,           0.0046498,                   0,            0.003928,            0.003928,            0.003928
                 186,             0.01493,           0.0060153,                   0,             0.99611,             0.99226,             0.99492,             0.77562,            0.018265,           0.0047174,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.014971,           0.0060136,                   0,             0.99805,             0.99226,             0.99496,             0.78007,            0.017745,           0.0046746,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.015964,           0.0058974,                   0,              0.9961,             0.99033,             0.99494,             0.76461,            0.018786,           0.0047246,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.015295,           0.0062793,                   0,             0.99609,             0.99033,             0.99494,             0.76646,            0.018861,           0.0046448,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.015047,           0.0061306,                   0,              0.9961,             0.99033,             0.99496,             0.76808,            0.019306,           0.0047135,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.015437,           0.0065493,                   0,                   1,             0.99226,               0.995,             0.78118,            0.018093,           0.0046571,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.015393,           0.0059282,                   0,                   1,             0.99226,               0.995,             0.78921,            0.017522,           0.0046282,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.015186,            0.006001,                   0,             0.99804,             0.99033,             0.99498,             0.78277,            0.017636,           0.0046378,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.015495,           0.0065192,                   0,             0.99805,             0.98838,             0.99492,             0.78524,            0.017692,           0.0046577,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.015217,            0.005948,                   0,             0.99793,             0.98839,             0.99486,             0.77045,            0.018023,           0.0046979,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.014607,           0.0059877,                   0,             0.99224,             0.99033,             0.99486,             0.76856,            0.018488,           0.0047079,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.015238,           0.0065167,                   0,             0.99805,             0.99033,             0.99494,             0.78518,            0.017418,           0.0046744,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.015001,           0.0058489,                   0,             0.99805,              0.9903,             0.99492,             0.77552,             0.01759,           0.0047228,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.015563,           0.0060475,                   0,              0.9961,             0.99033,             0.99488,              0.7791,             0.01795,           0.0046865,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.014359,           0.0058519,                   0,             0.99417,             0.99033,             0.99486,             0.77449,            0.018634,           0.0047721,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.013895,           0.0062143,                   0,             0.99417,             0.99033,              0.9949,             0.79306,            0.017741,           0.0047431,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.014849,           0.0061144,                   0,              0.9961,             0.99226,             0.99492,             0.79253,            0.018038,           0.0047348,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.014368,           0.0058166,                   0,              0.9942,             0.99419,             0.99494,             0.78451,            0.018481,           0.0046884,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.014567,           0.0057977,                   0,             0.99611,             0.99226,             0.99492,             0.79728,            0.017511,           0.0046193,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.014147,           0.0061125,                   0,             0.99805,             0.99226,             0.99496,             0.78673,            0.018078,           0.0046966,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.013961,           0.0061165,                   0,             0.99612,             0.99225,             0.99498,             0.78061,            0.018045,           0.0046943,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.014121,           0.0061776,                   0,             0.99607,             0.98839,             0.99483,              0.7873,            0.017931,           0.0047128,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.014327,           0.0058104,                   0,              0.9961,             0.99033,             0.99494,             0.79033,            0.017531,           0.0046991,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.014453,           0.0061354,                   0,             0.99034,              0.9942,              0.9949,              0.7876,            0.017372,           0.0045954,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.014404,           0.0061423,                   0,             0.99806,             0.99613,             0.99498,             0.78841,            0.017368,           0.0046036,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.014167,           0.0059816,                   0,             0.99612,             0.99419,             0.99492,             0.79234,            0.017557,           0.0046382,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.013803,           0.0056852,                   0,             0.99611,             0.99226,             0.99492,             0.79795,            0.016967,           0.0045771,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.013341,            0.005599,                   0,             0.99418,              0.9942,             0.99492,             0.79276,            0.017361,           0.0046135,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.013632,           0.0057394,                   0,             0.99609,             0.99226,             0.99494,             0.79527,            0.017411,           0.0046638,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.014282,            0.006029,                   0,             0.99419,              0.9942,              0.9949,             0.78893,            0.017656,           0.0046797,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.013494,           0.0060399,                   0,             0.99419,             0.99226,              0.9949,             0.78755,            0.017682,           0.0047012,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.013742,           0.0056018,                   0,             0.99804,             0.98839,              0.9949,             0.79024,            0.017392,           0.0046704,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.013972,           0.0054716,                   0,             0.99225,             0.99031,             0.99484,             0.79754,            0.017386,           0.0047321,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.013594,           0.0058653,                   0,             0.99032,             0.99033,             0.99484,             0.79804,            0.017678,           0.0047588,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.013504,           0.0057781,                   0,             0.99417,             0.99033,              0.9949,             0.79563,            0.017153,           0.0047079,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.013695,           0.0057317,                   0,             0.99419,             0.99225,              0.9949,             0.79466,            0.017218,           0.0047347,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.013373,           0.0063332,                   0,             0.99225,             0.99032,             0.99484,             0.80247,            0.017668,           0.0047088,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.013553,           0.0056391,                   0,             0.98844,             0.99226,             0.99479,             0.78768,            0.018288,           0.0047053,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.013677,           0.0055457,                   0,             0.99037,             0.99613,             0.99486,             0.78866,            0.018097,           0.0046839,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.012647,           0.0054522,                   0,             0.99038,             0.99612,              0.9949,             0.80446,            0.017437,           0.0045108,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.013284,           0.0057449,                   0,             0.99419,             0.99226,              0.9949,              0.7979,            0.017781,           0.0045468,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.013921,           0.0058528,                   0,             0.99418,             0.99226,              0.9949,             0.80856,             0.01723,           0.0045563,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.012823,           0.0055494,                   0,              0.9961,             0.99033,              0.9949,             0.80171,            0.017257,            0.004548,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.013208,           0.0053541,                   0,             0.99419,             0.99226,             0.99488,             0.80734,            0.017114,           0.0045705,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.013437,           0.0060211,                   0,             0.99419,             0.99226,             0.99488,             0.79649,            0.017446,           0.0045613,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.012551,           0.0057963,                   0,             0.99228,             0.99416,             0.99488,             0.80642,            0.016847,           0.0045017,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.013069,           0.0060374,                   0,             0.99228,              0.9942,             0.99484,             0.80274,            0.017286,           0.0044936,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.012684,           0.0055836,                   0,             0.99227,              0.9942,             0.99484,             0.81003,            0.017048,           0.0044913,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.012748,           0.0054938,                   0,             0.99225,             0.99226,              0.9948,             0.80598,            0.017136,           0.0046009,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.013358,           0.0054719,                   0,             0.99419,              0.9942,             0.99492,             0.80224,            0.017384,           0.0046477,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.013207,           0.0059858,                   0,              0.9942,             0.99417,              0.9948,             0.79057,            0.017895,            0.004646,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.012969,           0.0056782,                   0,             0.99419,              0.9942,             0.99484,             0.79748,            0.017881,           0.0046107,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.012871,           0.0055041,                   0,             0.99611,             0.99226,              0.9948,             0.80183,             0.01729,           0.0046065,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.012769,           0.0054911,                   0,             0.99226,              0.9942,             0.99478,             0.81001,            0.016808,           0.0045497,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.012513,           0.0055437,                   0,             0.99419,             0.99225,             0.99478,             0.79871,            0.017632,           0.0046461,                   0,            0.002113,            0.002113,            0.002113
                 241,             0.01374,           0.0056023,                   0,             0.99417,             0.99226,             0.99486,             0.80053,            0.017193,            0.004603,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.012869,           0.0055419,                   0,             0.99611,              0.9942,             0.99492,             0.78542,            0.017248,           0.0045909,                   0,            0.002047,            0.002047,            0.002047
                 243,             0.01264,           0.0055369,                   0,             0.99417,              0.9942,             0.99492,             0.78725,            0.017193,           0.0045707,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.011845,           0.0052487,                   0,             0.99611,              0.9942,             0.99492,             0.79044,             0.01747,           0.0046098,                   0,            0.001981,            0.001981,            0.001981
                 245,             0.01346,           0.0054915,                   0,             0.99612,             0.99418,              0.9949,             0.79925,            0.017207,           0.0045829,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.012721,           0.0056977,                   0,             0.99612,             0.99225,             0.99488,             0.79799,            0.016811,            0.004579,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.012102,           0.0054462,                   0,             0.99612,             0.99225,             0.99488,             0.79445,            0.017004,           0.0046176,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.012779,           0.0055501,                   0,             0.99609,             0.99033,             0.99486,             0.79276,            0.016991,           0.0045695,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.012702,           0.0053388,                   0,             0.99228,             0.99419,             0.99484,             0.80496,            0.016451,           0.0044666,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.012256,           0.0054846,                   0,             0.99419,              0.9942,             0.99484,             0.80197,            0.017101,           0.0044926,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.011864,           0.0053562,                   0,              0.9942,             0.99418,             0.99488,             0.80716,             0.01701,           0.0044967,                   0,             0.00175,             0.00175,             0.00175
                 252,             0.01188,           0.0052708,                   0,             0.99611,             0.99032,             0.99488,             0.81164,            0.016611,           0.0044874,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.012764,           0.0058563,                   0,             0.99611,             0.99033,             0.99492,             0.80758,             0.01664,           0.0045068,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.011835,            0.005392,                   0,              0.9961,             0.99033,              0.9949,             0.80684,            0.016481,           0.0044868,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.012378,           0.0054711,                   0,             0.99609,             0.99033,             0.99492,             0.80312,            0.016969,           0.0045301,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.012161,           0.0053615,                   0,             0.99611,             0.99032,             0.99492,             0.79935,            0.017506,           0.0046144,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.012558,           0.0060035,                   0,             0.99609,             0.99033,             0.99492,              0.7994,            0.017495,           0.0045124,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.012348,           0.0055411,                   0,             0.99608,             0.99033,              0.9949,             0.81244,             0.01669,           0.0044657,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.012022,           0.0051306,                   0,              0.9961,             0.99033,              0.9949,             0.81672,            0.016435,            0.004467,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.012074,           0.0054394,                   0,             0.99417,             0.99033,             0.99488,             0.81082,            0.016731,           0.0044929,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.011851,           0.0055494,                   0,             0.99417,             0.99033,              0.9949,             0.80401,            0.016942,           0.0045289,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.011407,           0.0051086,                   0,             0.99417,             0.99033,              0.9949,             0.80875,            0.016611,           0.0045294,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.011896,            0.005234,                   0,             0.99805,             0.99226,             0.99494,             0.80594,            0.016733,           0.0045452,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.011386,           0.0050166,                   0,             0.99611,             0.99033,              0.9949,             0.80887,            0.016669,           0.0045294,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.011696,            0.005173,                   0,              0.9961,             0.99033,              0.9949,             0.81226,            0.016307,           0.0044655,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.011685,           0.0052761,                   0,             0.99611,             0.99033,              0.9949,             0.81124,            0.016359,           0.0044813,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.011494,           0.0046841,                   0,             0.98844,             0.99225,             0.99481,             0.81105,            0.016354,           0.0045094,                   0,            0.001222,            0.001222,            0.001222
                 268,             0.01172,           0.0052454,                   0,             0.99415,             0.98646,             0.99477,             0.80869,            0.016805,           0.0045483,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.011619,           0.0055729,                   0,             0.99033,             0.99031,             0.99483,             0.81011,            0.016699,           0.0045235,                   0,            0.001156,            0.001156,            0.001156
                 270,             0.01204,           0.0051507,                   0,             0.99416,             0.98839,             0.99479,             0.81176,            0.016396,           0.0044938,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.011722,           0.0050148,                   0,             0.99417,             0.99033,             0.99486,             0.80569,            0.016563,           0.0044835,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.011647,           0.0054121,                   0,             0.99413,             0.99033,             0.99486,             0.81385,            0.016347,           0.0044716,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.011952,           0.0055438,                   0,             0.99037,             0.99418,             0.99486,             0.81114,            0.016737,           0.0045345,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.011827,           0.0054256,                   0,             0.99224,              0.9942,             0.99486,             0.81348,            0.016739,           0.0045185,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.012007,           0.0054476,                   0,             0.99223,             0.99033,             0.99484,             0.81131,            0.016365,           0.0045062,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.011439,           0.0052261,                   0,             0.99225,             0.99032,             0.99486,             0.81053,            0.016354,           0.0044826,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.011606,           0.0048059,                   0,             0.99609,             0.99033,             0.99488,             0.81088,            0.016534,           0.0045328,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.011746,           0.0051541,                   0,             0.99225,             0.99032,             0.99484,             0.81194,            0.016615,           0.0045534,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.011104,           0.0053761,                   0,             0.99418,             0.99226,             0.99488,             0.81823,             0.01614,            0.004514,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.011883,           0.0054799,                   0,             0.99036,              0.9942,             0.99488,             0.80588,            0.016735,           0.0045491,                   0,            0.000793,            0.000793,            0.000793
                 281,             0.01115,           0.0052874,                   0,             0.98844,             0.99226,             0.99482,             0.80874,            0.016468,           0.0045489,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.010903,           0.0048411,                   0,             0.98844,             0.99226,             0.99482,             0.80904,            0.016222,            0.004535,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.010735,            0.004888,                   0,             0.98838,             0.99226,             0.99481,             0.81416,            0.016084,           0.0045301,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.010941,           0.0049969,                   0,             0.98651,             0.99226,             0.99479,             0.81377,            0.016422,           0.0045757,                   0,            0.000661,            0.000661,            0.000661
                 285,            0.010899,            0.005115,                   0,             0.98844,             0.99223,             0.99479,             0.81437,            0.016364,           0.0045278,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.011015,           0.0054103,                   0,             0.98844,             0.99226,             0.99479,             0.81469,            0.016286,            0.004503,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.011361,           0.0051732,                   0,             0.99413,             0.98839,             0.99479,             0.81725,            0.016208,           0.0045195,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.011324,           0.0049618,                   0,             0.99414,             0.98839,             0.99481,             0.81362,            0.016467,           0.0045377,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.011118,           0.0049308,                   0,             0.99415,             0.98839,             0.99481,             0.81813,            0.016263,            0.004517,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.011107,           0.0050043,                   0,             0.99413,             0.98839,             0.99481,             0.81701,            0.016271,            0.004504,                   0,            0.000463,            0.000463,            0.000463
                 291,             0.01119,           0.0048557,                   0,             0.99414,             0.98839,             0.99483,              0.8169,            0.016238,           0.0045115,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.011395,           0.0051272,                   0,             0.98843,             0.99226,             0.99484,             0.81942,            0.016152,           0.0044913,                   0,            0.000397,            0.000397,            0.000397
                 293,            0.011238,           0.0049138,                   0,             0.99222,             0.99033,             0.99486,             0.81474,            0.016288,           0.0045098,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.011221,           0.0048886,                   0,             0.99416,             0.99226,              0.9949,             0.81877,            0.016166,           0.0045007,                   0,            0.000331,            0.000331,            0.000331
                 295,            0.011533,           0.0055242,                   0,             0.99418,             0.99226,              0.9949,             0.81645,            0.016246,           0.0045157,                   0,            0.000298,            0.000298,            0.000298
                 296,            0.010554,           0.0050157,                   0,             0.99418,             0.99226,              0.9949,             0.81599,            0.016112,           0.0045246,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.010419,           0.0051521,                   0,             0.99419,             0.99225,              0.9949,             0.81716,            0.016085,           0.0045164,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.011027,           0.0052027,                   0,             0.99419,             0.99226,              0.9949,             0.81232,             0.01631,           0.0045228,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.010514,           0.0052438,                   0,             0.99227,              0.9942,              0.9949,             0.81612,            0.016226,           0.0045188,                   0,            0.000166,            0.000166,            0.000166
